0	0
1	0
2	1
3	1
4	1
5	2
6	2
7	3
8	3
9	3
10	4
11	4
12	4
13	5
14	5
15	5
16	6
17	6
18	7
19	7
20	7
21	8
22	8
23	8
24	9
25	9
26	10
27	10
28	10
29	11
30	11
31	11
32	12
33	12
34	12
35	13
36	13
37	14
38	14
39	14
40	15
41	15
42	15
43	16
44	16
45	16
46	17
47	17
48	18
49	18
50	18
51	19
52	19
53	19
54	20
55	20
56	21
57	21
58	21
59	22
60	22
61	22
62	23
63	23
64	23
65	24
66	24
67	25
68	25
69	25
70	26
71	26
72	26
73	27
74	27
75	27
76	28
77	28
78	29
79	29
80	29
81	30
82	30
83	30
84	31
85	31
86	31
87	32
88	32
89	33
90	33
91	33
92	34
93	34
94	34
95	35
96	35
97	36
98	36
99	36
100	37
101	37
102	37
103	38
104	38
105	38
106	39
107	39
108	40
109	40
110	40
111	41
112	41
113	41
114	42
115	42
116	42
117	43
118	43
119	44
120	44
121	44
122	45
123	45
124	45
125	46
126	46
127	47
128	47
129	47
130	48
131	48
132	48
133	49
134	49
135	49
136	50
137	50
138	51
139	51
140	51
141	52
142	52
143	52
144	53
145	53
146	53
147	54
148	54
149	55
150	55
151	55
152	56
153	56
154	56
155	57
156	57
157	57
158	58
159	58
160	59
161	59
162	59
163	60
164	60
165	60
166	61
167	61
168	62
169	62
170	62
171	63
172	63
173	63
174	64
175	64
176	64
177	65
178	65
179	66
180	66
181	66
182	67
183	67
184	67
185	68
186	68
187	68
188	69
189	69
190	70
191	70
192	70
193	71
194	71
195	71
196	72
197	72
198	73
199	73
200	73
201	74
202	74
203	74
204	75
205	75
206	75
207	76
208	76
209	77
210	77
211	77
212	78
213	78
214	78
215	79
216	79
217	79
218	80
219	80
220	81
221	81
222	81
223	82
224	82
225	82
226	83
227	83
228	83
229	84
230	84
231	85
232	85
233	85
234	86
235	86
236	86
237	87
238	87
239	88
240	88
241	88
242	89
243	89
244	89
245	90
246	90
247	90
248	91
249	91
250	92
251	92
252	92
253	93
254	93
255	93
256	94
257	94
258	94
259	95
260	95
261	96
262	96
263	96
264	97
265	97
266	97
267	98
268	98
269	99
270	99
271	99
272	100
273	100
274	100
275	101
276	101
277	101
278	102
279	102
280	103
281	103
282	103
283	104
284	104
285	104
286	105
287	105
288	105
289	106
290	106
291	107
292	107
293	107
294	108
295	108
296	108
297	109
298	109
299	109
300	110
301	110
302	111
303	111
304	111
305	112
306	112
307	112
308	113
309	113
310	114
311	114
312	114
313	115
314	115
315	115
316	116
317	116
318	116
319	117
320	117
321	118
322	118
323	118
324	119
325	119
326	119
327	120
328	120
329	120
330	121
331	121
332	122
333	122
334	122
335	123
336	123
337	123
338	124
339	124
340	125
341	125
342	125
343	126
344	126
345	126
346	127
347	127
348	127
349	128
350	128
351	129
352	129
353	129
354	130
355	130
356	130
357	131
358	131
359	131
360	132
361	132
362	133
363	133
364	133
365	134
366	134
367	134
368	135
369	135
370	136
371	136
372	136
373	137
374	137
375	137
376	138
377	138
378	138
379	139
380	139
381	140
382	140
383	140
384	141
385	141
386	141
387	142
388	142
389	142
390	143
391	143
392	144
393	144
394	144
395	145
396	145
397	145
398	146
399	146
400	146
401	147
402	147
403	148
404	148
405	148
406	149
407	149
408	149
409	150
410	150
411	151
412	151
413	151
414	152
415	152
416	152
417	153
418	153
419	153
420	154
421	154
422	155
423	155
424	155
425	156
426	156
427	156
428	157
429	157
430	157
431	158
432	158
433	159
434	159
435	159
436	160
437	160
438	160
439	161
440	161
441	162
442	162
443	162
444	163
445	163
446	163
447	164
448	164
449	164
450	165
451	165
452	166
453	166
454	166
455	167
456	167
457	167
458	168
459	168
460	168
461	169
462	169
463	170
464	170
465	170
466	171
467	171
468	171
469	172
470	172
471	172
472	173
473	173
474	174
475	174
476	174
477	175
478	175
479	175
480	176
481	176
482	177
483	177
484	177
485	178
486	178
487	178
488	179
489	179
490	179
491	180
492	180
493	181
494	181
495	181
496	182
497	182
498	182
499	183
500	183
501	183
502	184
503	184
504	185
505	185
506	185
507	186
508	186
509	186
510	187
511	187
512	188
513	188
514	188
515	189
516	189
517	189
518	190
519	190
520	190
521	191
522	191
523	192
524	192
525	192
526	193
527	193
528	193
529	194
530	194
531	194
532	195
533	195
